Report Number,Date Reported,Date of Occurance,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date and Time of Case Closed,Case Status,Crime Occurred,Age Group
34021,20 November 2023,18 November 2023,06:58:00,Jaipur,343,Burglary,77,M,Explosives,Other Crime,13,No,,Open,Morning,Senior Citizen
34022,19 November 2023,18 November 2023,00:35:00,Bangalore,355,Traffic Violation,24,F,None,Traffic Fatality,19,No,,Open,Night,Adult
34023,19 November 2023,18 November 2023,14:20:00,Bangalore,183,Burglary,58,F,Other,Other Crime,12,Yes,21-01-2024 20:00,Closed,Afternoon,Senior Citizen
34024,19 November 2023,18 November 2023,07:48:00,Chennai,561,Domestic Violence,71,F,Firearm,Violent Crime,2,No,,Open,Morning,Senior Citizen
34025,20 November 2023,18 November 2023,17:51:00,Delhi,597,Burglary,39,F,Blunt Object,Other Crime,1,No,,Open,Evening,Adult
34026,19 November 2023,18 November 2023,15:14:00,Nagpur,275,Illegal Possession,49,F,Blunt Object,Other Crime,9,Yes,23-12-2023 16:00,Closed,Afternoon,Adult
34027,19 November 2023,18 November 2023,10:35:00,Lucknow,512,Vandalism,37,M,Knife,Other Crime,17,Yes,06-01-2024 06:00,Closed,Morning,Adult
34028,20 November 2023,18 November 2023,13:38:00,Mumbai,318,Burglary,10,F,Other,Other Crime,1,No,,Open,Afternoon,Child
34029,21 November 2023,18 November 2023,11:16:00,Hyderabad,510,Vandalism,47,F,None,Other Crime,16,Yes,31-01-2024 00:00,Closed,Morning,Adult
34030,20 November 2023,18 November 2023,03:17:00,Kolkata,309,Cybercrime,54,F,Poison,Other Crime,8,No,,Open,Night,Senior Citizen
34031,21 November 2023,18 November 2023,01:04:00,Surat,128,Drug Offense,44,F,Firearm,Other Crime,8,Yes,11-12-2023 06:00,Closed,Night,Adult
34032,19 November 2023,18 November 2023,04:37:00,Ahmedabad,307,Assault,59,M,None,Violent Crime,4,Yes,05-12-2023 17:00,Closed,Night,Senior Citizen
34033,20 November 2023,19 November 2023,00:09:00,Chennai,530,Vehicle - Stolen,13,F,Explosives,Violent Crime,3,Yes,07-01-2024 01:00,Closed,Night,Teenager
34034,21 November 2023,19 November 2023,20:44:00,Indore,375,Vehicle - Stolen,15,M,Firearm,Violent Crime,8,No,,Open,Evening,Teenager
34035,21 November 2023,19 November 2023,09:08:00,Delhi,329,Extortion,38,F,Blunt Object,Other Crime,12,No,,Open,Morning,Adult
34036,20 November 2023,19 November 2023,21:37:00,Pune,452,Vehicle - Stolen,53,F,Firearm,Violent Crime,5,Yes,16-12-2023 11:00,Closed,Evening,Senior Citizen
34037,21 November 2023,19 November 2023,23:29:00,Chennai,528,Burglary,13,F,Firearm,Other Crime,17,No,,Open,Evening,Teenager
34038,20 November 2023,19 November 2023,17:44:00,Ahmedabad,325,Kidnapping,11,M,None,Other Crime,10,No,,Open,Evening,Child
34039,19 November 2023,19 November 2023,05:03:00,Pune,365,Counterfeiting,70,F,Explosives,Other Crime,4,Yes,04-12-2023 12:00,Closed,Night,Senior Citizen
34040,20 November 2023,19 November 2023,16:18:00,Delhi,122,Counterfeiting,15,F,Firearm,Other Crime,11,Yes,24-01-2024 01:00,Closed,Evening,Teenager
34041,22 November 2023,19 November 2023,18:22:00,Mumbai,115,Firearm Offense,52,F,Explosives,Fire Accident,2,No,,Open,Evening,Senior Citizen
34042,20 November 2023,19 November 2023,06:56:00,Surat,237,Shoplifting,49,F,Other,Other Crime,3,No,,Open,Morning,Adult
34043,21 November 2023,19 November 2023,23:18:00,Bangalore,522,Robbery,45,F,Other,Violent Crime,3,Yes,10-02-2024 04:00,Closed,Evening,Adult
34044,20 November 2023,19 November 2023,12:41:00,Kolkata,194,Firearm Offense,65,F,Explosives,Fire Accident,7,No,,Open,Afternoon,Senior Citizen
34045,21 November 2023,19 November 2023,17:42:00,Pune,530,Firearm Offense,21,M,Firearm,Fire Accident,18,No,,Open,Evening,Adult
34046,20 November 2023,19 November 2023,19:13:00,Kolkata,319,Fraud,45,F,Knife,Other Crime,10,No,,Open,Evening,Adult
34047,22 November 2023,19 November 2023,03:43:00,Delhi,326,Kidnapping,53,F,Knife,Other Crime,13,Yes,12-01-2024 13:00,Closed,Night,Senior Citizen
34048,20 November 2023,19 November 2023,16:25:00,Pune,365,Vandalism,75,F,Other,Other Crime,3,No,,Open,Evening,Senior Citizen
34049,20 November 2023,19 November 2023,17:32:00,Pune,431,Counterfeiting,24,F,None,Other Crime,3,Yes,03-02-2024 20:00,Closed,Evening,Adult
34050,21 November 2023,19 November 2023,16:43:00,Kanpur,219,Sexual Assault,48,F,None,Violent Crime,16,No,,Open,Evening,Adult
34051,20 November 2023,19 November 2023,03:05:00,Pune,460,Illegal Possession,21,F,Other,Other Crime,14,No,,Open,Night,Adult
34052,21 November 2023,19 November 2023,22:48:00,Mumbai,558,Arson,31,M,Blunt Object,Fire Accident,7,No,,Open,Evening,Adult
34053,21 November 2023,19 November 2023,05:28:00,Delhi,457,Burglary,68,M,Blunt Object,Other Crime,11,No,,Open,Night,Senior Citizen
34054,20 November 2023,19 November 2023,02:04:00,Delhi,393,Illegal Possession,65,M,Poison,Other Crime,13,Yes,30-01-2024 07:00,Closed,Night,Senior Citizen
34055,20 November 2023,19 November 2023,21:14:00,Delhi,324,Illegal Possession,36,F,Blunt Object,Other Crime,10,No,,Open,Evening,Adult
34056,21 November 2023,19 November 2023,08:30:00,Chennai,512,Identity Theft,28,F,None,Violent Crime,3,No,,Open,Morning,Adult
34057,22 November 2023,20 November 2023,01:44:00,Hyderabad,342,Counterfeiting,45,F,Other,Other Crime,2,No,,Open,Night,Adult
34058,20 November 2023,20 November 2023,00:01:00,Mumbai,236,Fraud,57,M,Blunt Object,Other Crime,7,No,,Open,Night,Senior Citizen
34059,20 November 2023,20 November 2023,17:13:00,Delhi,143,Identity Theft,53,M,Other,Violent Crime,9,Yes,12-01-2024 21:00,Closed,Evening,Senior Citizen
34060,23 November 2023,20 November 2023,15:32:00,Surat,222,Vandalism,24,F,Other,Other Crime,18,No,,Open,Afternoon,Adult
34061,22 November 2023,20 November 2023,02:00:00,Kolkata,206,Identity Theft,62,M,Blunt Object,Violent Crime,18,No,,Open,Night,Senior Citizen
34062,23 November 2023,20 November 2023,16:46:00,Chennai,598,Illegal Possession,48,F,Firearm,Other Crime,6,No,,Open,Evening,Adult
34063,20 November 2023,20 November 2023,11:46:00,Delhi,523,Arson,23,F,Explosives,Fire Accident,9,No,,Open,Morning,Adult
34064,20 November 2023,20 November 2023,21:40:00,Delhi,175,Fraud,46,F,Blunt Object,Other Crime,3,No,,Open,Evening,Adult
34065,20 November 2023,20 November 2023,20:05:00,Bangalore,145,Sexual Assault,31,M,Poison,Violent Crime,4,No,,Open,Evening,Adult
34066,21 November 2023,20 November 2023,18:56:00,Hyderabad,575,Cybercrime,57,F,Explosives,Other Crime,7,Yes,14-12-2023 22:00,Closed,Evening,Senior Citizen
34067,22 November 2023,20 November 2023,15:21:00,Kolkata,157,Burglary,79,M,Firearm,Other Crime,2,No,,Open,Afternoon,Senior Citizen
34068,20 November 2023,20 November 2023,22:37:00,Mumbai,550,Robbery,39,F,Blunt Object,Violent Crime,9,No,,Open,Evening,Adult
34069,22 November 2023,20 November 2023,05:58:00,Kolkata,426,Identity Theft,54,F,Firearm,Violent Crime,19,Yes,08-02-2024 19:00,Closed,Night,Senior Citizen
34070,22 November 2023,20 November 2023,07:36:00,Chennai,444,Vehicle - Stolen,49,F,None,Violent Crime,2,Yes,23-01-2024 09:00,Closed,Morning,Adult
34071,23 November 2023,20 November 2023,10:36:00,Kolkata,476,Domestic Violence,61,F,Knife,Violent Crime,15,Yes,04-01-2024 06:00,Closed,Morning,Senior Citizen
34072,23 November 2023,20 November 2023,01:21:00,Chennai,424,Drug Offense,70,M,None,Other Crime,8,No,,Open,Night,Senior Citizen
34073,21 November 2023,20 November 2023,01:04:00,Nagpur,406,Illegal Possession,69,F,Poison,Other Crime,19,No,,Open,Night,Senior Citizen
34074,21 November 2023,20 November 2023,15:51:00,Jaipur,272,Assault,27,M,Firearm,Violent Crime,5,No,,Open,Afternoon,Adult
34075,23 November 2023,20 November 2023,11:21:00,Ahmedabad,510,Vehicle - Stolen,58,F,Explosives,Violent Crime,1,Yes,23-01-2024 14:00,Closed,Morning,Senior Citizen
34076,21 November 2023,20 November 2023,16:02:00,Pune,180,Traffic Violation,65,M,Blunt Object,Traffic Fatality,16,No,,Open,Evening,Senior Citizen
34077,22 November 2023,20 November 2023,18:32:00,Delhi,512,Homicide,60,F,Blunt Object,Other Crime,2,No,,Open,Evening,Senior Citizen
34078,21 November 2023,20 November 2023,12:12:00,Pune,518,Domestic Violence,44,F,None,Violent Crime,9,No,,Open,Afternoon,Adult
34079,22 November 2023,20 November 2023,05:03:00,Pune,517,Burglary,34,F,Blunt Object,Other Crime,9,Yes,13-02-2024 16:00,Closed,Night,Adult
34080,22 November 2023,20 November 2023,00:56:00,Mumbai,157,Counterfeiting,36,F,Knife,Other Crime,4,No,,Open,Night,Adult
34081,22 November 2023,21 November 2023,23:37:00,Ahmedabad,306,Vandalism,46,M,Other,Other Crime,19,No,,Open,Evening,Adult
34082,22 November 2023,21 November 2023,01:57:00,Delhi,580,Vehicle - Stolen,45,F,Firearm,Violent Crime,17,Yes,06-02-2024 15:00,Closed,Night,Adult
34083,22 November 2023,21 November 2023,18:23:00,Thane,592,Homicide,16,F,Explosives,Other Crime,7,No,,Open,Evening,Teenager
34084,22 November 2023,21 November 2023,23:19:00,Lucknow,143,Burglary,60,M,Firearm,Other Crime,16,Yes,04-04-2024 13:00,Closed,Evening,Senior Citizen
34085,21 November 2023,21 November 2023,20:00:00,Hyderabad,449,Sexual Assault,18,F,Knife,Violent Crime,17,Yes,28-03-2025 23:00,Closed,Evening,Teenager
34086,21 November 2023,21 November 2023,01:16:00,Nashik,193,Vehicle - Stolen,55,F,Other,Violent Crime,19,Yes,28-12-2023 23:00,Closed,Night,Senior Citizen
34087,22 November 2023,21 November 2023,20:14:00,Ahmedabad,172,Extortion,62,M,Explosives,Other Crime,2,No,,Open,Evening,Senior Citizen
34088,23 November 2023,21 November 2023,09:11:00,Hyderabad,355,Firearm Offense,42,F,Firearm,Fire Accident,12,No,,Open,Morning,Adult
34089,23 November 2023,21 November 2023,06:21:00,Bangalore,348,Extortion,70,F,Poison,Other Crime,14,No,,Open,Morning,Senior Citizen
34090,21 November 2023,21 November 2023,13:30:00,Delhi,375,Extortion,10,M,Firearm,Other Crime,7,No,,Open,Afternoon,Child
34091,23 November 2023,21 November 2023,00:31:00,Ahmedabad,505,Fraud,68,F,Blunt Object,Other Crime,10,Yes,19-01-2024 03:00,Closed,Night,Senior Citizen
34092,24 November 2023,21 November 2023,06:33:00,Lucknow,261,Vehicle - Stolen,66,F,Other,Violent Crime,3,Yes,21-01-2024 05:00,Closed,Morning,Senior Citizen
34093,22 November 2023,21 November 2023,07:40:00,Chennai,591,Cybercrime,46,M,None,Other Crime,10,No,,Open,Morning,Adult
34094,23 November 2023,21 November 2023,13:35:00,Delhi,513,Arson,32,F,Poison,Fire Accident,3,No,,Open,Afternoon,Adult
34095,23 November 2023,21 November 2023,06:21:00,Srinagar,222,Assault,11,F,Knife,Violent Crime,2,Yes,11-01-2024 02:00,Closed,Morning,Child
34096,23 November 2023,21 November 2023,16:44:00,Faridabad,145,Identity Theft,34,F,Firearm,Violent Crime,16,Yes,08-02-2024 06:00,Closed,Evening,Adult
34097,23 November 2023,21 November 2023,09:42:00,Thane,442,Arson,44,M,Firearm,Fire Accident,15,Yes,30-01-2024 04:00,Closed,Morning,Adult
34098,21 November 2023,21 November 2023,13:35:00,Surat,552,Arson,62,F,Poison,Fire Accident,2,No,,Open,Afternoon,Senior Citizen
34099,23 November 2023,21 November 2023,16:26:00,Chennai,518,Firearm Offense,27,F,Blunt Object,Fire Accident,7,No,,Open,Evening,Adult
34100,24 November 2023,21 November 2023,20:56:00,Patna,422,Traffic Violation,42,F,Explosives,Traffic Fatality,2,No,,Open,Evening,Adult
34101,24 November 2023,21 November 2023,15:48:00,Delhi,193,Shoplifting,77,M,Firearm,Other Crime,1,No,,Open,Afternoon,Senior Citizen
34102,23 November 2023,21 November 2023,12:25:00,Ghaziabad,140,Arson,15,F,Firearm,Fire Accident,4,No,,Open,Afternoon,Teenager
34103,23 November 2023,21 November 2023,21:58:00,Visakhapatnam,519,Firearm Offense,43,M,Knife,Fire Accident,15,Yes,10-12-2023 08:00,Closed,Evening,Adult
34104,22 November 2023,21 November 2023,22:03:00,Delhi,289,Illegal Possession,74,F,Poison,Other Crime,3,Yes,08-12-2023 04:00,Closed,Evening,Senior Citizen
34105,22 November 2023,22 November 2023,09:41:00,Mumbai,298,Cybercrime,69,F,Explosives,Other Crime,7,No,,Open,Morning,Senior Citizen
34106,24 November 2023,22 November 2023,05:56:00,Mumbai,360,Fraud,78,F,Blunt Object,Other Crime,8,Yes,02-02-2024 04:00,Closed,Night,Senior Citizen
34107,23 November 2023,22 November 2023,05:53:00,Thane,559,Kidnapping,39,F,Explosives,Other Crime,9,No,,Open,Night,Adult
34108,23 November 2023,22 November 2023,11:32:00,Chennai,491,Homicide,23,M,Other,Other Crime,7,No,,Open,Morning,Adult
34109,24 November 2023,22 November 2023,02:12:00,Delhi,151,Homicide,48,F,Firearm,Other Crime,2,Yes,25-09-2024 03:00,Closed,Night,Adult
34110,24 November 2023,22 November 2023,20:24:00,Mumbai,124,Extortion,54,F,Poison,Other Crime,17,Yes,01-12-2023 09:00,Closed,Evening,Senior Citizen
34111,24 November 2023,22 November 2023,00:41:00,Kolkata,398,Vandalism,48,M,Blunt Object,Other Crime,4,No,,Open,Night,Adult
34112,24 November 2023,22 November 2023,07:51:00,Delhi,448,Homicide,23,M,Other,Other Crime,1,Yes,08-01-2025 22:00,Closed,Morning,Adult
34113,25 November 2023,22 November 2023,06:07:00,Agra,307,Counterfeiting,26,F,Poison,Other Crime,18,Yes,08-12-2023 05:00,Closed,Morning,Adult
34114,23 November 2023,22 November 2023,04:41:00,Surat,292,Homicide,11,M,Firearm,Other Crime,1,No,,Open,Night,Child
34115,23 November 2023,22 November 2023,22:55:00,Mumbai,349,Cybercrime,57,F,Blunt Object,Other Crime,14,Yes,14-12-2023 10:00,Closed,Evening,Senior Citizen
34116,23 November 2023,22 November 2023,15:11:00,Chennai,444,Vandalism,18,M,Knife,Other Crime,3,No,,Open,Afternoon,Teenager
34117,23 November 2023,22 November 2023,20:57:00,Chennai,262,Extortion,27,F,Poison,Other Crime,11,Yes,27-12-2023 21:00,Closed,Evening,Adult
34118,23 November 2023,22 November 2023,02:48:00,Chennai,148,Arson,16,F,Firearm,Fire Accident,18,No,,Open,Night,Teenager
34119,25 November 2023,22 November 2023,00:09:00,Mumbai,487,Vandalism,66,F,Firearm,Other Crime,12,No,,Open,Night,Senior Citizen
34120,24 November 2023,22 November 2023,19:27:00,Jaipur,345,Fraud,36,F,Firearm,Other Crime,1,No,,Open,Evening,Adult
34121,24 November 2023,22 November 2023,00:57:00,Kalyan,121,Homicide,65,M,None,Other Crime,10,No,,Open,Night,Senior Citizen
34122,23 November 2023,22 November 2023,05:03:00,Delhi,389,Assault,37,F,Blunt Object,Violent Crime,16,Yes,28-12-2023 00:00,Closed,Night,Adult
34123,23 November 2023,22 November 2023,05:11:00,Chennai,484,Kidnapping,76,F,Explosives,Other Crime,17,Yes,12-12-2023 00:00,Closed,Night,Senior Citizen
34124,25 November 2023,22 November 2023,17:44:00,Rajkot,459,Vehicle - Stolen,34,M,None,Violent Crime,14,Yes,13-12-2023 03:00,Closed,Evening,Adult
34125,24 November 2023,22 November 2023,14:32:00,Bangalore,559,Drug Offense,38,M,Knife,Other Crime,3,Yes,25-12-2023 20:00,Closed,Afternoon,Adult
34126,25 November 2023,22 November 2023,11:13:00,Pune,202,Firearm Offense,35,M,Blunt Object,Fire Accident,6,Yes,18-02-2024 05:00,Closed,Morning,Adult
34127,23 November 2023,22 November 2023,11:43:00,Bhopal,144,Kidnapping,51,M,Explosives,Other Crime,19,Yes,13-12-2023 00:00,Closed,Morning,Senior Citizen
34128,23 November 2023,22 November 2023,09:54:00,Bangalore,112,Fraud,39,M,Knife,Other Crime,16,Yes,06-02-2024 08:00,Closed,Morning,Adult
34129,23 November 2023,23 November 2023,12:41:00,Kolkata,308,Kidnapping,38,F,Firearm,Other Crime,11,No,,Open,Afternoon,Adult
34130,24 November 2023,23 November 2023,04:08:00,Rajkot,174,Extortion,28,F,Other,Other Crime,2,Yes,31-01-2024 09:00,Closed,Night,Adult
34131,24 November 2023,23 November 2023,10:37:00,Bangalore,480,Burglary,65,F,None,Other Crime,2,Yes,30-03-2024 19:00,Closed,Morning,Senior Citizen
34132,24 November 2023,23 November 2023,15:34:00,Srinagar,502,Cybercrime,31,M,Other,Other Crime,17,No,,Open,Afternoon,Adult
34133,24 November 2023,23 November 2023,20:22:00,Delhi,502,Traffic Violation,11,F,Poison,Traffic Fatality,16,Yes,10-12-2023 16:00,Closed,Evening,Child
34134,23 November 2023,23 November 2023,17:41:00,Kolkata,499,Cybercrime,36,F,Firearm,Other Crime,14,No,,Open,Evening,Adult
34135,26 November 2023,23 November 2023,18:44:00,Hyderabad,121,Illegal Possession,33,M,Blunt Object,Other Crime,7,No,,Open,Evening,Adult
34136,24 November 2023,23 November 2023,14:26:00,Delhi,399,Firearm Offense,45,M,Poison,Fire Accident,1,Yes,22-12-2023 05:00,Closed,Afternoon,Adult
34137,25 November 2023,23 November 2023,01:23:00,Hyderabad,512,Illegal Possession,46,F,Blunt Object,Other Crime,12,No,,Open,Night,Adult
34138,23 November 2023,23 November 2023,16:17:00,Ahmedabad,116,Cybercrime,72,F,Explosives,Other Crime,5,Yes,10-02-2024 13:00,Closed,Evening,Senior Citizen
34139,24 November 2023,23 November 2023,13:10:00,Pune,432,Burglary,65,M,Blunt Object,Other Crime,12,No,,Open,Afternoon,Senior Citizen
34140,25 November 2023,23 November 2023,04:36:00,Bangalore,178,Firearm Offense,77,F,Poison,Fire Accident,10,Yes,10-01-2024 09:00,Closed,Night,Senior Citizen
34141,25 November 2023,23 November 2023,22:11:00,Ahmedabad,493,Arson,25,F,Blunt Object,Fire Accident,2,No,,Open,Evening,Adult
34142,25 November 2023,23 November 2023,10:48:00,Lucknow,292,Vehicle - Stolen,40,M,Blunt Object,Violent Crime,19,Yes,11-01-2024 20:00,Closed,Morning,Adult
34143,25 November 2023,23 November 2023,11:29:00,Agra,211,Fraud,41,F,Blunt Object,Other Crime,18,No,,Open,Morning,Adult
34144,23 November 2023,23 November 2023,18:16:00,Chennai,125,Robbery,28,F,Explosives,Violent Crime,17,No,,Open,Evening,Adult
34145,23 November 2023,23 November 2023,09:02:00,Agra,421,Firearm Offense,55,F,None,Fire Accident,9,Yes,15-02-2024 20:00,Closed,Morning,Senior Citizen
34146,26 November 2023,23 November 2023,20:04:00,Agra,230,Cybercrime,76,F,Poison,Other Crime,2,Yes,31-12-2023 07:00,Closed,Evening,Senior Citizen
34147,26 November 2023,23 November 2023,11:01:00,Hyderabad,562,Public Intoxication,64,F,None,Other Crime,12,Yes,11-12-2023 05:00,Closed,Morning,Senior Citizen
34148,25 November 2023,23 November 2023,16:55:00,Delhi,444,Extortion,74,M,Other,Other Crime,4,No,,Open,Evening,Senior Citizen
34149,25 November 2023,23 November 2023,08:43:00,Kolkata,414,Traffic Violation,49,F,Explosives,Traffic Fatality,17,Yes,30-11-2023 15:00,Closed,Morning,Adult
34150,24 November 2023,23 November 2023,18:36:00,Surat,204,Extortion,75,F,Poison,Other Crime,9,Yes,31-12-2023 18:00,Closed,Evening,Senior Citizen
34151,26 November 2023,23 November 2023,10:19:00,Kolkata,229,Identity Theft,30,M,Other,Violent Crime,15,Yes,12-12-2023 10:00,Closed,Morning,Adult
34152,25 November 2023,23 November 2023,23:24:00,Ghaziabad,277,Drug Offense,23,M,Other,Other Crime,10,Yes,03-02-2024 10:00,Closed,Evening,Adult
34153,26 November 2023,24 November 2023,14:24:00,Ghaziabad,112,Drug Offense,12,M,None,Other Crime,18,No,,Open,Afternoon,Child
34154,26 November 2023,24 November 2023,20:56:00,Ahmedabad,337,Traffic Violation,19,F,Knife,Traffic Fatality,3,No,,Open,Evening,Teenager
34155,24 November 2023,24 November 2023,03:12:00,Visakhapatnam,410,Homicide,43,F,Knife,Other Crime,15,No,,Open,Night,Adult
34156,24 November 2023,24 November 2023,07:51:00,Vasai,287,Homicide,59,M,Poison,Other Crime,1,Yes,19-10-2025 18:00,Closed,Morning,Senior Citizen
34157,25 November 2023,24 November 2023,01:23:00,Ahmedabad,566,Cybercrime,23,F,Blunt Object,Other Crime,16,No,,Open,Night,Adult
34158,26 November 2023,24 November 2023,12:03:00,Delhi,430,Fraud,64,F,Blunt Object,Other Crime,15,No,,Open,Afternoon,Senior Citizen
34159,24 November 2023,24 November 2023,07:17:00,Hyderabad,320,Assault,50,F,Poison,Violent Crime,8,Yes,06-12-2023 16:00,Closed,Morning,Adult
34160,27 November 2023,24 November 2023,16:10:00,Ahmedabad,169,Drug Offense,60,F,Firearm,Other Crime,4,No,,Open,Evening,Senior Citizen
34161,27 November 2023,24 November 2023,19:14:00,Bangalore,351,Counterfeiting,74,F,Firearm,Other Crime,18,Yes,22-12-2023 05:00,Closed,Evening,Senior Citizen
34162,27 November 2023,24 November 2023,02:40:00,Surat,330,Shoplifting,45,F,Firearm,Other Crime,1,Yes,05-02-2024 02:00,Closed,Night,Adult
34163,24 November 2023,24 November 2023,03:25:00,Mumbai,598,Robbery,21,F,None,Violent Crime,12,Yes,16-03-2024 21:00,Closed,Night,Adult
34164,25 November 2023,24 November 2023,00:34:00,Faridabad,381,Domestic Violence,56,F,Other,Violent Crime,4,No,,Open,Night,Senior Citizen
34165,25 November 2023,24 November 2023,18:39:00,Indore,514,Public Intoxication,26,M,Blunt Object,Other Crime,17,Yes,05-12-2023 00:00,Closed,Evening,Adult
34166,26 November 2023,24 November 2023,22:37:00,Delhi,433,Kidnapping,44,F,None,Other Crime,18,Yes,25-12-2023 19:00,Closed,Evening,Adult
34167,26 November 2023,24 November 2023,14:34:00,Bangalore,177,Public Intoxication,21,M,Explosives,Other Crime,1,Yes,05-12-2023 17:00,Closed,Afternoon,Adult
34168,25 November 2023,24 November 2023,11:46:00,Delhi,243,Firearm Offense,58,M,Blunt Object,Fire Accident,11,Yes,25-01-2024 16:00,Closed,Morning,Senior Citizen
34169,27 November 2023,24 November 2023,03:11:00,Ludhiana,543,Homicide,24,M,Other,Other Crime,11,No,,Open,Night,Adult
34170,25 November 2023,24 November 2023,14:04:00,Hyderabad,400,Extortion,74,F,None,Other Crime,8,No,,Open,Afternoon,Senior Citizen
34171,25 November 2023,24 November 2023,22:40:00,Indore,179,Extortion,76,M,Firearm,Other Crime,15,No,,Open,Evening,Senior Citizen
34172,26 November 2023,24 November 2023,09:31:00,Thane,567,Identity Theft,46,F,Other,Violent Crime,9,No,,Open,Morning,Adult
34173,25 November 2023,24 November 2023,05:09:00,Vasai,371,Drug Offense,33,F,Explosives,Other Crime,11,Yes,11-12-2023 03:00,Closed,Night,Adult
34174,26 November 2023,24 November 2023,11:28:00,Bangalore,221,Cybercrime,30,F,Poison,Other Crime,16,No,,Open,Morning,Adult
34175,24 November 2023,24 November 2023,00:30:00,Delhi,193,Shoplifting,59,M,Knife,Other Crime,2,No,,Open,Night,Senior Citizen
34176,26 November 2023,24 November 2023,17:12:00,Lucknow,361,Assault,35,F,Blunt Object,Violent Crime,9,Yes,30-12-2023 01:00,Closed,Evening,Adult
34177,25 November 2023,25 November 2023,12:59:00,Ghaziabad,342,Kidnapping,71,M,None,Other Crime,14,No,,Open,Afternoon,Senior Citizen
34178,26 November 2023,25 November 2023,13:32:00,Hyderabad,382,Drug Offense,44,F,Knife,Other Crime,8,No,,Open,Afternoon,Adult
34179,27 November 2023,25 November 2023,08:33:00,Nashik,524,Kidnapping,58,M,Firearm,Other Crime,5,No,,Open,Morning,Senior Citizen
34180,25 November 2023,25 November 2023,17:46:00,Lucknow,404,Extortion,16,F,None,Other Crime,2,Yes,10-01-2024 07:00,Closed,Evening,Teenager
34181,27 November 2023,25 November 2023,12:19:00,Bangalore,382,Public Intoxication,30,M,Other,Other Crime,17,Yes,24-12-2023 20:00,Closed,Afternoon,Adult
34182,26 November 2023,25 November 2023,03:03:00,Chennai,527,Identity Theft,27,M,Firearm,Violent Crime,13,Yes,03-01-2024 22:00,Closed,Night,Adult
34183,27 November 2023,25 November 2023,10:56:00,Delhi,273,Shoplifting,32,M,Knife,Other Crime,5,Yes,15-01-2024 14:00,Closed,Morning,Adult
34184,26 November 2023,25 November 2023,09:55:00,Ghaziabad,563,Firearm Offense,18,M,Firearm,Fire Accident,10,Yes,18-01-2024 00:00,Closed,Morning,Teenager
34185,27 November 2023,25 November 2023,10:12:00,Kolkata,220,Sexual Assault,59,F,Other,Violent Crime,1,No,,Open,Morning,Senior Citizen
34186,26 November 2023,25 November 2023,12:20:00,Delhi,123,Fraud,32,M,Knife,Other Crime,14,Yes,02-01-2024 16:00,Closed,Afternoon,Adult
34187,28 November 2023,25 November 2023,18:01:00,Kolkata,181,Burglary,34,F,None,Other Crime,14,No,,Open,Evening,Adult
34188,27 November 2023,25 November 2023,18:02:00,Bangalore,410,Burglary,40,M,Firearm,Other Crime,6,Yes,17-03-2024 07:00,Closed,Evening,Adult
34189,25 November 2023,25 November 2023,01:37:00,Lucknow,583,Arson,62,F,Other,Fire Accident,7,No,,Open,Night,Senior Citizen
34190,25 November 2023,25 November 2023,10:36:00,Nagpur,265,Shoplifting,29,M,Other,Other Crime,2,Yes,23-12-2023 23:00,Closed,Morning,Adult
34191,28 November 2023,25 November 2023,20:50:00,Ahmedabad,287,Illegal Possession,33,F,None,Other Crime,15,No,,Open,Evening,Adult
34192,26 November 2023,25 November 2023,15:55:00,Ludhiana,536,Homicide,47,M,Other,Other Crime,19,No,,Open,Afternoon,Adult
34193,27 November 2023,25 November 2023,09:52:00,Delhi,225,Robbery,70,F,Poison,Violent Crime,2,Yes,18-02-2024 16:00,Closed,Morning,Senior Citizen
34194,26 November 2023,25 November 2023,02:09:00,Bangalore,198,Fraud,71,F,Firearm,Other Crime,13,No,,Open,Night,Senior Citizen
34195,27 November 2023,25 November 2023,05:51:00,Delhi,494,Vehicle - Stolen,32,M,Firearm,Violent Crime,5,No,,Open,Night,Adult
34196,27 November 2023,25 November 2023,10:25:00,Indore,135,Firearm Offense,15,F,None,Fire Accident,8,Yes,19-12-2023 13:00,Closed,Morning,Teenager
34197,28 November 2023,25 November 2023,11:41:00,Thane,289,Burglary,11,F,Explosives,Other Crime,3,No,,Open,Morning,Child
34198,28 November 2023,25 November 2023,15:09:00,Ahmedabad,298,Identity Theft,54,M,None,Violent Crime,7,Yes,12-02-2024 15:00,Closed,Afternoon,Senior Citizen
34199,28 November 2023,25 November 2023,18:27:00,Bangalore,425,Public Intoxication,22,M,Firearm,Other Crime,3,No,,Open,Evening,Adult
34200,27 November 2023,25 November 2023,03:17:00,Delhi,385,Sexual Assault,71,M,Poison,Violent Crime,9,Yes,17-11-2024 21:00,Closed,Night,Senior Citizen
34201,28 November 2023,26 November 2023,21:04:00,Mumbai,325,Shoplifting,65,F,Explosives,Other Crime,9,No,,Open,Evening,Senior Citizen
34202,26 November 2023,26 November 2023,19:24:00,Lucknow,396,Public Intoxication,35,M,Explosives,Other Crime,15,Yes,20-12-2023 02:00,Closed,Evening,Adult
34203,27 November 2023,26 November 2023,17:23:00,Srinagar,557,Kidnapping,12,F,Other,Other Crime,7,No,,Open,Evening,Child
